Time,URL,Batch Sub,Batch Name,Method,Host,Path,Normalised Path,api-version,Status,Reason,Provider Namespace,Matched Route,Available Versions,Shard,Load Error
"10:09:28 PM","https://management.azure.com/providers/Microsoft.ResourceGraph/resources?api-version=2021-03-01","yes","9ebce6ab-3946-4cbf-bbbe-5463448dfd4a","POST","management.azure.com","/providers/Microsoft.ResourceGraph/resources","/providers/Microsoft.ResourceGraph/resources","2021-03-01","exact_match","exact","Microsoft.ResourceGraph","POST /providers/Microsoft.ResourceGraph/resources","2021-06-01-preview; 2020-04-01-preview; 2023-09-01-preview; 2018-09-01-preview; 2021-03-01; 2019-04-01; 2022-10-01; 2024-04-01","Microsoft.ResourceGraph",""
"10:09:28 PM","https://management.azure.com/subscriptions/7d8bc1a3-741d-40ab-916f-a209b0507a47/providers/Microsoft.Marketplace/offers?excludePublic=true&includeStopSoldPlans=false&allowInternalTempOCP3P=true&%24filter=(legacyId%20eq%20'Microsoft.AzureDataLakeAnalytics'%20OR%20plans%2Fany(a%3A%20a%2FlegacyPlanId%20eq%20'Microsoft.AzureDataLakeAnalytics'))&api-version=2018-08-01-beta","yes","a05cef89-b2fc-4519-85c8-fcf58a4ff009","GET","management.azure.com","/subscriptions/7d8bc1a3-741d-40ab-916f-a209b0507a47/providers/Microsoft.Marketplace/offers","/subscriptions/{guid}/providers/Microsoft.Marketplace/offers","2018-08-01-beta","provider_known_route_unknown","route_not_in_shard","Microsoft.Marketplace","","","Microsoft.Marketplace",""
"10:09:28 PM","https://management.azure.com/providers/Microsoft.Marketplace/offers?excludePublic=true&includeStopSoldPlans=false&allowInternalTempOCP3P=true&%24filter=(legacyId%20eq%20'Microsoft.AzureDataLakeAnalytics'%20OR%20plans%2Fany(a%3A%20a%2FlegacyPlanId%20eq%20'Microsoft.AzureDataLakeAnalytics'))&api-version=2018-08-01-beta","yes","a05cef89-b2fc-4519-85c8-fcf58a4ff00a","GET","management.azure.com","/providers/Microsoft.Marketplace/offers","/providers/Microsoft.Marketplace/offers","2018-08-01-beta","provider_known_route_unknown","route_not_in_shard","Microsoft.Marketplace","","","Microsoft.Marketplace",""
"10:09:29 PM","https://management.azure.com/subscriptions/7d8bc1a3-741d-40ab-916f-a209b0507a47/providers/Microsoft.Marketplace/offers?excludePublic=true&includeStopSoldPlans=false&allowInternalTempOCP3P=true&%24filter=(legacyId%20eq%20'Microsoft.AzureDataLakeAnalytics'%20OR%20plans%2Fany(a%3A%20a%2FlegacyPlanId%20eq%20'Microsoft.AzureDataLakeAnalytics'))&api-version=2018-08-01-beta","yes","a05cef89-b2fc-4519-85c8-fcf58a4ff00c","GET","management.azure.com","/subscriptions/7d8bc1a3-741d-40ab-916f-a209b0507a47/providers/Microsoft.Marketplace/offers","/subscriptions/{guid}/providers/Microsoft.Marketplace/offers","2018-08-01-beta","provider_known_route_unknown","route_not_in_shard","Microsoft.Marketplace","","","Microsoft.Marketplace",""
"10:09:29 PM","https://management.azure.com/providers/Microsoft.Marketplace/offers?excludePublic=true&includeStopSoldPlans=false&allowInternalTempOCP3P=true&%24filter=(legacyId%20eq%20'Microsoft.AzureDataLakeAnalytics'%20OR%20plans%2Fany(a%3A%20a%2FlegacyPlanId%20eq%20'Microsoft.AzureDataLakeAnalytics'))&api-version=2018-08-01-beta","yes","a05cef89-b2fc-4519-85c8-fcf58a4ff00d","GET","management.azure.com","/providers/Microsoft.Marketplace/offers","/providers/Microsoft.Marketplace/offers","2018-08-01-beta","provider_known_route_unknown","route_not_in_shard","Microsoft.Marketplace","","","Microsoft.Marketplace",""
"10:09:29 PM","https://management.azure.com/providers/Microsoft.ResourceGraph/resources?api-version=2021-03-01","yes","9ebce6ab-3946-4cbf-bbbe-5463448dfd57","POST","management.azure.com","/providers/Microsoft.ResourceGraph/resources","/providers/Microsoft.ResourceGraph/resources","2021-03-01","exact_match","exact","Microsoft.ResourceGraph","POST /providers/Microsoft.ResourceGraph/resources","2021-06-01-preview; 2020-04-01-preview; 2023-09-01-preview; 2018-09-01-preview; 2021-03-01; 2019-04-01; 2022-10-01; 2024-04-01","Microsoft.ResourceGraph",""
"10:09:31 PM","https://management.azure.com/providers/Microsoft.ResourceGraph/resources?api-version=2021-03-01","yes","9ebce6ab-3946-4cbf-bbbe-5463448dfd64","POST","management.azure.com","/providers/Microsoft.ResourceGraph/resources","/providers/Microsoft.ResourceGraph/resources","2021-03-01","exact_match","exact","Microsoft.ResourceGraph","POST /providers/Microsoft.ResourceGraph/resources","2021-06-01-preview; 2020-04-01-preview; 2023-09-01-preview; 2018-09-01-preview; 2021-03-01; 2019-04-01; 2022-10-01; 2024-04-01","Microsoft.ResourceGraph",""
"10:09:32 PM","https://management.azure.com/providers/Microsoft.ResourceGraph/resources?api-version=2021-03-01","yes","9ebce6ab-3946-4cbf-bbbe-5463448dfd71","POST","management.azure.com","/providers/Microsoft.ResourceGraph/resources","/providers/Microsoft.ResourceGraph/resources","2021-03-01","exact_match","exact","Microsoft.ResourceGraph","POST /providers/Microsoft.ResourceGraph/resources","2021-06-01-preview; 2020-04-01-preview; 2023-09-01-preview; 2018-09-01-preview; 2021-03-01; 2019-04-01; 2022-10-01; 2024-04-01","Microsoft.ResourceGraph",""
"10:09:34 PM","https://management.azure.com/providers/Microsoft.ResourceGraph/resources?api-version=2021-03-01","yes","8bef1a6b-edb6-4ecc-822b-db4c96e4b001","POST","management.azure.com","/providers/Microsoft.ResourceGraph/resources","/providers/Microsoft.ResourceGraph/resources","2021-03-01","exact_match","exact","Microsoft.ResourceGraph","POST /providers/Microsoft.ResourceGraph/resources","2021-06-01-preview; 2020-04-01-preview; 2023-09-01-preview; 2018-09-01-preview; 2021-03-01; 2019-04-01; 2022-10-01; 2024-04-01","Microsoft.ResourceGraph",""
"10:09:37 PM","https://management.azure.com/providers/Microsoft.ResourceGraph/resources?api-version=2021-03-01","yes","9ebce6ab-3946-4cbf-bbbe-5463448dfdb6","POST","management.azure.com","/providers/Microsoft.ResourceGraph/resources","/providers/Microsoft.ResourceGraph/resources","2021-03-01","exact_match","exact","Microsoft.ResourceGraph","POST /providers/Microsoft.ResourceGraph/resources","2021-06-01-preview; 2020-04-01-preview; 2023-09-01-preview; 2018-09-01-preview; 2021-03-01; 2019-04-01; 2022-10-01; 2024-04-01","Microsoft.ResourceGraph",""
"10:09:38 PM","https://management.azure.com/providers/Microsoft.DataShare/ListInvitations?api-version=2021-08-01&_=1774735775677","no","","OPTIONS","management.azure.com","/providers/Microsoft.DataShare/ListInvitations","/providers/Microsoft.DataShare/ListInvitations","2021-08-01","provider_known_route_unknown","route_not_in_shard","Microsoft.DataShare","","","Microsoft.DataShare",""
"10:09:40 PM","https://management.azure.com/providers/Microsoft.ResourceGraph/resources?api-version=2021-03-01","yes","9ebce6ab-3946-4cbf-bbbe-5463448dfdca","POST","management.azure.com","/providers/Microsoft.ResourceGraph/resources","/providers/Microsoft.ResourceGraph/resources","2021-03-01","exact_match","exact","Microsoft.ResourceGraph","POST /providers/Microsoft.ResourceGraph/resources","2021-06-01-preview; 2020-04-01-preview; 2023-09-01-preview; 2018-09-01-preview; 2021-03-01; 2019-04-01; 2022-10-01; 2024-04-01","Microsoft.ResourceGraph",""
